ICR,Race,TwoBlocks
15004970,Black,0
15004971,Black,0
15004989,Black,0
15005067,Black,0
15005073,Black,0
15005079,Black,0
15005053,Black,0
15005085,Black,0
15005096,Black,0
15004939,Black,0
15005128,Black,0
15005172,Black,0
15005183,Black,0
15005209,Black,0
15005220,Black,0
15005250,Black,0
15005269,Black,0
15005267,Black,0
15005269,Black,0
15005283,Black,0
15005315,Black,0
15005327,Black,0
15005331,Black,0
15005347,Black,0
15005353,Black,0
15005359,Black,0
15005371,Black,0
15005389,Black,0
15005430,Black,0
15005442,Black,0
15005463,Black,0
15005478,Black,0
15005494,Black,0
15005497,Black,0
15005508,Black,0
15005521,Black,0
15005524,Black,0
15005537,Black,0
15005561,Black,0
15005571,Black,0
15005577,Black,0
15005579,Black,0
15005596,Black,0
15005618,Black,0
15005637,Black,0
15005659,Black,0
15005662,Black,0
15005678,Black,0
15005699,Black,0
15005712,Black,0
15005732,Black,0
15005751,Black,0
15005759,Black,0
15005780,Black,0
15005809,Black,0
15005814,Black,0
15005825,Black,0
15005826,Black,0
15005829,Black,0
15005851,Black,0
15005918,Black,0
15005940,Black,0
15005974,Black,0
15005982,Black,0
15005986,Black,0
15006008,Black,0
15006069,Black,0
15006080,Black,0
15006097,Black,0
15006119,Black,0
15006145,Black,0
15005842,Black,0
15006171,Black,0
15006198,Black,0
15006227,Black,0
15006229,Black,0
15006250,Black,0
15006261,Black,0
15006272,Black,0
15006274,Black,0
15006275,Black,0
15006283,Black,0
15006284,Black,0
15006284,Black,0
15006285,Black,0
15006292,Black,0
15006319,Black,0
15006311,Black,0
15006347,Black,0
15006349,Black,0
15006384,Black,0
15006397,Black,0
15006417,Black,0
15006424,Black,0
15006430,Black,0
15006440,Black,0
15006461,Black,0
15006468,Black,0
15006491,Black,0
15006502,Black,0
15006510,Black,0
15006512,Black,0
15006556,Black,0
15006577,Black,0
15006588,Black,0
15006620,Black,0
15006621,Black,0
15006625,Black,0
15006629,Black,0
15006633,Black,0
15006644,Black,0
15006689,Black,0
15006692,Black,0
15006692,Black,0
15006578,Black,0
15006727,Black,0
15006743,Black,0
15006746,Black,0
15006761,Black,0
15006788,Black,0
15006795,Black,0
15006820,Black,0
15006830,Black,0
15006852,Black,0
15006858,Black,0
15006632,Black,0
15006887,Black,0
15006928,Black,0
15006941,Black,0
15006946,Black,0
15006948,Black,0
15006951,Black,0
15006970,Black,0
15006973,Black,0
15006981,Black,0
15006995,Black,0
15007007,Black,0
15007012,Black,0
15007035,Black,0
15007039,Black,0
15007040,Black,0
15007050,Black,0
15007058,Black,0
15007069,Black,0
15007069,Black,0
15005682,Black,0
15004900,Black,0
15007083,Black,0
15007100,Black,0
15007109,Black,0
15007134,Black,0
15007136,Black,0
15007061,Black,0
15007149,Black,0
15007155,Black,0
15007182,Black,0
15007203,Black,0
15007208,Black,0
15007213,Black,0
15007235,Black,0
15007244,Black,0
15007250,Black,0
15007260,Black,0
15007270,Black,0
15007275,Black,0
15007280,Black,0
15007302,Black,0
15007303,Black,0
15007304,Black,0
15007318,Black,0
15007345,Black,0
15007355,Black,0
15007361,Black,0
15007366,Black,0
15007372,Black,0
15007374,Black,0
15007377,Black,0
15007381,Black,0
15007386,Black,0
15007387,Black,0
15007391,Black,0
15007405,Black,0
15007432,Black,0
15007460,Black,0
15007466,Black,0
15007490,Black,0
15007494,Black,0
15007507,Black,0
15007514,Black,0
15007522,Black,0
15007543,Black,0
15007579,Black,0
15007588,Black,0
15007592,Black,0
15007593,Black,0
15007594,Black,0
15007595,Black,0
15007609,Black,0
15007611,Black,0
15007636,Black,0
15007657,Black,0
15007662,Black,0
15007690,Black,0
15007733,Black,0
15007735,Black,0
15007737,Black,0
15007593,Black,0
15007754,Black,0
15007761,Black,0
15007787,Black,0
15007789,Black,0
15007810,Black,0
15007838,Black,0
15007839,Black,0
15007870,Black,0
15007875,Black,0
15007880,Black,0
15007882,Black,0
15007890,Black,0
15007897,Black,0
15007910,Black,0
15007910,Black,0
15007916,Black,0
15007916,Black,0
15007916,Black,0
15007916,Black,0
15007916,Black,0
15007944,Black,0
15007953,Black,0
15007985,Black,0
15008059,Black,0
15008071,Black,0
15008074,Black,0
15008091,Black,0
15008094,Black,0
15008098,Black,0
15008115,Black,0
15008127,Black,0
15008150,Black,0
15008166,Black,0
15008170,Black,0
15008211,Black,0
15008219,Black,0
15008220,Black,0
15008222,Black,0
15008223,Black,0
15008194,Black,0
15008258,Black,0
15008262,Black,0
15008267,Black,0
15008268,Black,0
15008283,Black,0
15008286,Black,0
15008091,Black,0
15008302,Black,0
15008305,Black,0
15008309,Black,0
15008312,Black,0
15008314,Black,0
15008313,Black,0
15008320,Black,0
15008333,Black,0
15008340,Black,0
15008353,Black,0
15008366,Black,0
15008371,Black,0
15008383,Black,0
15008381,Black,0
15008408,Black,0
15008420,Black,0
15008433,Black,0
15008477,Black,0
15008519,Black,0
15008521,Black,0
15008531,Black,0
15008531,Black,0
15008559,Black,0
15008591,Black,0
15008607,Black,0
15008613,Black,0
15008535,Black,0
15008648,Black,0
15008645,Black,0
15008708,Black,0
15008719,Black,0
15008698,Black,0
15008786,Black,0
15008820,Black,0
15008822,Black,0
15008167,Black,0
15008859,Black,0
15008877,Black,0
15008880,Black,0
15008698,Black,0
15008896,Black,0
15008897,Black,0
15008905,Black,0
15008905,Black,0
15008914,Black,0
15008925,Black,0
15008928,Black,0
15008979,Black,0
15008985,Black,0
15009020,Black,0
15009048,Black,0
15009050,Black,0
15009063,Black,0
15009109,Black,0
15009131,Black,0
15009155,Black,0
15009190,Black,0
15009193,Black,0
15009250,Black,0
15009311,Black,0
15009314,Black,0
15009334,Black,0
15009345,Black,0
15009409,Black,0
15009417,Black,0
15009427,Black,0
15009445,Black,0
15009523,Black,0
15009526,Black,0
15009551,Black,0
15009586,Black,0
15009588,Black,0
15009590,Black,0
15009604,Black,0
15009616,Black,0
15009616,Black,0
15009619,Black,0
15009631,Black,0
15009637,Black,0
15009647,Black,0
15009673,Black,0
15009675,Black,0
15009680,Black,0
15009690,Black,0
15009699,Black,0
15009712,Black,0
15009723,Black,0
15009747,Black,0
15009795,Black,0
15009806,Black,0
15009811,Black,0
15009703,Black,0
15009848,Black,0
15009856,Black,0
15009867,Black,0
15009927,Black,0
15009947,Black,0
15009940,Black,0
15009951,Black,0
15009952,Black,0
15009975,Black,0
15010018,Black,0
15010058,Black,0
15010062,Black,0
15010071,Black,0
15010080,Black,0
15010080,Black,0
15010082,Black,0
15010114,Black,0
15010116,Black,0
15010125,Black,0
15010140,Black,0
15010143,Black,0
15010169,Black,0
15010172,Black,0
15010185,Black,0
15010187,Black,0
15010198,Black,0
15010202,Black,0
15010215,Black,0
15010219,Black,0
15010224,Black,0
15010262,Black,0
15010266,Black,0
15010268,Black,0
15010282,Black,0
15010284,Black,0
15010306,Black,0
15010309,Black,0
15010327,Black,0
15010345,Black,0
15010375,Black,0
15010395,Black,0
15010399,Black,0
15010404,Black,0
15010412,Black,0
15010415,Black,0
15010431,Black,0
15010434,Black,0
15010437,Black,0
15010466,Black,0
15010543,Black,0
15010545,Black,0
15009929,Black,0
15010555,Black,0
15010562,Black,0
15010583,Black,0
15010587,Black,0
15010607,Black,0
15010423,Black,0
15010641,Black,0
15010653,Black,0
15010689,Black,0
15010706,Black,0
15010700,Black,0
15010730,Black,0
15010733,Black,0
15010231,Black,0
15010756,Black,0
15010781,Black,0
15010816,Black,0
15010829,Black,0
15010837,Black,0
15010856,Black,0
15010875,Black,0
15010907,Black,0
15010914,Black,0
15010921,Black,0
15010929,Black,0
15010944,Black,0
15010960,Black,0
15010978,Black,0
15010979,Black,0
15010987,Black,0
15011019,Black,0
15011021,Black,0
15011023,Black,0
15011032,Black,0
15011073,Black,0
15011084,Black,0
15011088,Black,0
15011108,Black,0
15011136,Black,0
15011152,Black,0
15011157,Black,0
15011163,Black,0
15011170,Black,0
15011185,Black,0
15011116,Black,0
15011214,Black,0
15011232,Black,0
15011246,Black,0
15011268,Black,0
15011273,Black,0
15011281,Black,0
15011288,Black,0
15011297,Black,0
15011316,Black,0
15011332,Black,0
15011333,Black,0
15011351,Black,0
15011364,Black,0
15011528,Black,0
15011574,Black,0
15011577,Black,0
15011608,Black,0
15011612,Black,0
15011672,Black,0
15011688,Black,0
15011691,Black,0
15011705,Black,0
15011723,Black,0
15011733,Black,0
15011734,Black,0
15011762,Black,0
15011762,Black,0
15011781,Black,0
15011792,Black,0
15011951,Black,0
15011954,Black,0
15011958,Black,0
15011963,Black,0
15011969,Black,0
15011977,Black,0
15011983,Black,0
15011984,Black,0
15011986,Black,0
15011991,Black,0
15011990,Black,0
15011990,Black,0
15011998,Black,0
15012057,Black,0
15012062,Black,0
15012087,Black,0
15012090,Black,0
15012099,Black,0
15012160,Black,0
15012164,Black,0
15012201,Black,0
15012209,Black,0
15012212,Black,0
15012213,Black,0
15012214,Black,0
15012215,Black,0
15012244,Black,0
15012247,Black,0
15012248,Black,0
15012311,Black,0
15012313,Black,0
15012341,Black,0
15012373,Black,0
15012380,Black,0
15012395,Black,0
15012567,Black,0
15012583,Black,0
15012591,Black,0
15012608,Black,0
15012757,Black,0
15012769,Black,0
15012784,Black,0
15012798,Black,0
15012801,Black,0
15012807,Black,0
15001834,Black,0
15000004,White,0
15000021,White,0
15000033,White,0
15000042,White,0
15000079,White,0
15000089,White,0
15000096,White,0
15000100,White,0
15000118,White,0
15000137,White,0
15000144,White,0
15000144,White,0
15000150,White,0
15000177,White,0
15000177,White,0
15000186,White,0
15000189,White,0
15000190,White,0
15000193,White,0
15000200,White,0
15000207,White,0
15000206,White,0
15000153,White,0
15000226,White,0
15000229,White,0
15000230,White,0
15000261,White,0
15000272,White,0
15000288,White,0
15000291,White,0
15000293,White,0
15000311,White,0
15000324,White,0
15000244,White,0
15000335,White,0
15000396,White,0
15000409,White,0
15000475,White,0
15000494,White,0
15000499,White,0
15000513,White,0
15000528,White,0
15000533,White,0
15000537,White,0
15000555,White,0
15000566,White,0
15000572,White,0
15000574,White,0
15000583,White,0
15000584,White,0
15000596,White,0
15000505,White,0
15000641,White,0
15000643,White,0
15000638,White,0
15000653,White,0
15000659,White,0
15000690,White,0
15000690,White,0
15000693,White,0
15000695,White,0
15000749,White,0
15000757,White,0
15000764,White,0
15000764,White,0
15000799,White,0
15000802,White,0
15000818,White,0
15000826,White,0
15000830,White,0
15000866,White,0
15000873,White,0
15000897,White,0
15000925,White,0
15000927,White,0
15000949,White,0
15000951,White,0
15000955,White,0
15000958,White,0
15000974,White,0
15000987,White,0
15000991,White,0
15001005,White,0
15001012,White,0
15001014,White,0
15001024,White,0
15001039,White,0
15001047,White,0
15000940,White,0
15001073,White,0
15001086,White,0
15001095,White,0
15001102,White,0
15001106,White,0
15001107,White,0
15001156,White,0
15001157,White,0
15001213,White,0
15001217,White,0
15001224,White,0
15001229,White,0
15001251,White,0
15001275,White,0
15001285,White,0
15001289,White,0
15001302,White,0
15001316,White,0
15001315,White,0
15001344,White,0
15001352,White,0
15001360,White,0
15001370,White,0
15001389,White,0
15001405,White,0
15001407,White,0
15001408,White,0
15001412,White,0
15001007,White,0
15001423,White,0
15001430,White,0
15001433,White,0
15001436,White,0
15001440,White,0
15001444,White,0
15001459,White,0
15001460,White,0
15001462,White,0
15001473,White,0
15001489,White,0
15001503,White,0
15001509,White,0
15001517,White,0
15001520,White,0
15001540,White,0
15001596,White,0
15001599,White,0
15001604,White,0
15001620,White,0
15001623,White,0
15001627,White,0
15001647,White,0
15001659,White,0
15001672,White,0
15001676,White,0
15001689,White,0
15001694,White,0
15001700,White,0
15001713,White,0
15001749,White,0
15001752,White,0
15001753,White,0
15001769,White,0
15001779,White,0
15001792,White,0
15001798,White,0
15001807,White,0
15001817,White,0
15001842,White,0
15001843,White,0
15001868,White,0
15001881,White,0
15001916,White,0
15001921,White,0
15001931,White,0
15001959,White,0
15002005,White,0
15002006,White,0
15002010,White,0
15002018,White,0
15002020,White,0
15002030,White,0
15002035,White,0
15002039,White,0
15002046,White,0
15002069,White,0
15002073,White,0
15002076,White,0
15002092,White,0
15002113,White,0
15002133,White,0
15002139,White,0
15002144,White,0
15002154,White,0
15002154,White,0
15002157,White,0
15002164,White,0
15002169,White,0
15002182,White,0
15002199,White,0
15002205,White,0
15002207,White,0
15002220,White,0
15002222,White,0
15002228,White,0
15002230,White,0
15002267,White,0
15002272,White,0
15002308,White,0
15002314,White,0
15002342,White,0
15002349,White,0
15002392,White,0
15002405,White,0
15002411,White,0
15002419,White,0
15002420,White,0
15002425,White,0
15002433,White,0
15002434,White,0
15002441,White,0
15002450,White,0
15002449,White,0
15002453,White,0
15002454,White,0
15002459,White,0
15002468,White,0
15002469,White,0
15002470,White,0
15002474,White,0
15002481,White,0
15002482,White,0
15002485,White,0
15002487,White,0
15002495,White,0
15002506,White,0
15002509,White,0
15002511,White,0
15002535,White,0
15002538,White,0
15002551,White,0
15002558,White,0
15002564,White,0
15002570,White,0
15002569,White,0
15002600,White,0
15002610,White,0
15002620,White,0
15002620,White,0
15002643,White,0
15002646,White,0
15002649,White,0
15002673,White,0
15002672,White,0
15002683,White,0
15002686,White,0
15002690,White,0
15002692,White,0
15002719,White,0
15002733,White,0
15002741,White,0
15002740,White,0
15002750,White,0
15002752,White,0
15002759,White,0
15002763,White,0
15002783,White,0
15002049,White,0
15002818,White,0
15002677,White,0
15002831,White,0
15002868,White,0
15002870,White,0
15002884,White,0
15002893,White,0
15002917,White,0
15002918,White,0
15002921,White,0
15002920,White,0
15002944,White,0
15002945,White,0
15002948,White,0
15002951,White,0
15002977,White,0
15002984,White,0
15003002,White,0
15003002,White,0
15003023,White,0
15003039,White,0
15003048,White,0
15003078,White,0
15003022,White,0
15003106,White,0
15003144,White,0
15003145,White,0
15003147,White,0
15003146,White,0
15003173,White,0
15003174,White,0
15003178,White,0
15003181,White,0
15003198,White,0
15003209,White,0
15003209,White,0
15003222,White,0
15003224,White,0
15003234,White,0
15003255,White,0
15002966,White,0
15003275,White,0
15002892,White,0
15003299,White,0
15003322,White,0
15003322,White,0
15003365,White,0
15003375,White,0
15003387,White,0
15003393,White,0
15003401,White,0
15003416,White,0
15003417,White,0
15003420,White,0
15003428,White,0
15003443,White,0
15003450,White,0
15003467,White,0
15003476,White,0
15003479,White,0
15003494,White,0
15003501,White,0
15003505,White,0
15003533,White,0
15003537,White,0
15003543,White,0
15003582,White,0
15003597,White,0
15003604,White,0
15003630,White,0
15003627,White,0
15003649,White,0
15003650,White,0
15003653,White,0
15003664,White,0
15003684,White,0
15003692,White,0
15003732,White,0
15003736,White,0
15003755,White,0
15003774,White,0
15003353,White,0
15003785,White,0
15003789,White,0
15003810,White,0
15003811,White,0
15003816,White,0
15003660,White,0
15003843,White,0
15003844,White,0
15003850,White,0
15003880,White,0
15003881,White,0
15003893,White,0
15003911,White,0
15003920,White,0
15003930,White,0
15003828,White,0
15003935,White,0
15003950,White,0
15003954,White,0
15003961,White,0
15003963,White,0
15003964,White,0
15003981,White,0
15003991,White,0
15003995,White,0
15003998,White,0
15004003,White,0
15004004,White,0
15004005,White,0
15004022,White,0
15004034,White,0
15004065,White,0
15004104,White,0
15004107,White,0
15004115,White,0
15004130,White,0
15004139,White,0
15004150,White,0
15004189,White,0
15004201,White,0
15004226,White,0
15004239,White,0
15004256,White,0
15004271,White,0
15004274,White,0
15004277,White,0
15004282,White,0
15004286,White,0
15004297,White,0
15004300,White,0
15004310,White,0
15004313,White,0
15004296,White,0
15004351,White,0
15004354,White,0
15004364,White,0
15004369,White,0
15004395,White,0
15004399,White,0
15004401,White,0
15004435,White,0
15004440,White,0
15004439,White,0
15004447,White,0
15004449,White,0
15004468,White,0
15004480,White,0
15004497,White,0
15004440,White,0
15004501,White,0
15004504,White,0
15004525,White,0
15004529,White,0
15004533,White,0
15004552,White,0
15004557,White,0
15004562,White,0
15004575,White,0
15004577,White,0
15004460,White,0
15004596,White,0
15004603,White,0
15004604,White,0
15004535,White,0
15004625,White,0
15004630,White,0
15004638,White,0
15004664,White,0
15004275,White,0
15004697,White,0
15004700,White,0
15004710,White,0
15004712,White,0
15004715,White,0
15004736,White,0
15004750,White,0
15004758,White,0
15004766,White,0
15004773,White,0
15004776,White,0
15004781,White,0
15004777,White,0
15004791,White,0
15004844,White,0
15004872,White,0
15004873,White,0
15004882,White,0
15004882,White,0
15004912,White,0
15004912,White,0
15004924,White,0
15004927,White,0
15004935,White,0
15004951,White,0
15004964,White,0
15005003,White,0
15005021,White,0
15005063,White,0
15005076,White,0
15005094,White,0
15005103,White,0
15005124,White,0
15005132,White,0
15005132,White,0
15005141,White,0
15005144,White,0
15005146,White,0
15005147,White,0
15005149,White,0
15005152,White,0
15005164,White,0
15005168,White,0
15005194,White,0
15005224,White,0
15005240,White,0
15005256,White,0
15005270,White,0
15005336,White,0
15005384,White,0
15005390,White,0
15005403,White,0
15005418,White,0
15005419,White,0
15005422,White,0
15005427,White,0
15005439,White,0
15005444,White,0
15005454,White,0
15005518,White,0
15005527,White,0
15005528,White,0
15005531,White,0
15005532,White,0
15005567,White,0
15005566,White,0
15005600,White,0
15005603,White,0
15005616,White,0
15005645,White,0
15005653,White,0
15005663,White,0
15005690,White,0
15005694,White,0
15005700,White,0
15005726,White,0
15005729,White,0
15005815,White,0
15005820,White,0
15005823,White,0
15005850,White,0
15005859,White,0
15005864,White,0
15005869,White,0
15005902,White,0
15005911,White,0
15005915,White,0
15005938,White,0
15005434,White,0
15005964,White,0
15005976,White,0
15006016,White,0
15006038,White,0
15006043,White,0
15006066,White,0
15006067,White,0
15006090,White,0
15006081,White,0
15006110,White,0
15006132,White,0
15006136,White,0
15006165,White,0
15006166,White,0
15006170,White,0
15006182,White,0
15006202,White,0
15006218,White,0
15006221,White,0
15006238,White,0
15006241,White,0
15006255,White,0
15006328,White,0
15006339,White,0
15006354,White,0
15006373,White,0
15006382,White,0
15006385,White,0
15006418,White,0
15006420,White,0
15006421,White,0
15006431,White,0
15006436,White,0
15006467,White,0
15006470,White,0
15006542,White,0
15006545,White,0
15006559,White,0
15006566,White,0
15006573,White,0
15006582,White,0
15006585,White,0
15006592,White,0
15006606,White,0
15006430,White,0
15006549,White,0
15006571,White,0
15006571,White,0
15006641,White,0
15006648,White,0
15006702,White,0
15006725,White,0
15006728,White,0
15006730,White,0
15006740,White,0
15006748,White,0
15006756,White,0
15006772,White,0
15006772,White,0
15006780,White,0
15006783,White,0
15006799,White,0
15006811,White,0
15006819,White,0
15006858,White,0
15006861,White,0
15006090,White,0
15006873,White,0
15006883,White,0
15006889,White,0
15006890,White,0
15006906,White,0
15006935,White,0
15006935,White,0
15006945,White,0
15006962,White,0
15006964,White,0
15006971,White,0
15006979,White,0
15006986,White,0
15006987,White,0
15006991,White,0
15007009,White,0
15007011,White,0
15007022,White,0
15007034,White,0
15007047,White,0
15007057,White,0
15007092,White,0
15007095,White,0
15007103,White,0
15007113,White,0
15007124,White,0
15007127,White,0
15007135,White,0
15007139,White,0
15007153,White,0
15007162,White,0
15007169,White,0
15007170,White,0
15007174,White,0
15007191,White,0
15007193,White,0
15007221,White,0
15007225,White,0
15007242,White,0
15007252,White,0
15007252,White,0
15007261,White,0
15007262,White,0
15007268,White,0
15007269,White,0
15007281,White,0
15007298,White,0
15007325,White,0
15007348,White,0
15007351,White,0
15007388,White,0
15007420,White,0
15007421,White,0
15007441,White,0
15007444,White,0
15007462,White,0
15007475,White,0
15007474,White,0
15007479,White,0
15007503,White,0
15007504,White,0
15007512,White,0
15007519,White,0
15007520,White,0
15007519,White,0
15007564,White,0
15007577,White,0
15007578,White,0
15007590,White,0
15007600,White,0
15007602,White,0
15007605,White,0
15007605,White,0
15007624,White,0
15007626,White,0
15007637,White,0
15007644,White,0
15007645,White,0
15007646,White,0
15007649,White,0
15007653,White,0
15007659,White,0
15007666,White,0
15007672,White,0
15007674,White,0
15007680,White,0
15007683,White,0
15007686,White,0
15007732,White,0
15007741,White,0
15007744,White,0
15007756,White,0
15007762,White,0
15007763,White,0
15007770,White,0
15007771,White,0
15007773,White,0
15007776,White,0
15007788,White,0
15007800,White,0
15007803,White,0
15007803,White,0
15007806,White,0
15007811,White,0
15007829,White,0
15007843,White,0
15007845,White,0
15007871,White,0
15007873,White,0
15007903,White,0
15007912,White,0
15007922,White,0
15007922,White,0
15007918,White,0
15007933,White,0
15007625,White,0
15007949,White,0
15007949,White,0
15007952,White,0
15007960,White,0
15007974,White,0
15007983,White,0
15007984,White,0
15007988,White,0
15007991,White,0
15007994,White,0
15007999,White,0
15007999,White,0
15008017,White,0
15008025,White,0
15008025,White,0
15008025,White,0
15008026,White,0
15008070,White,0
15008072,White,0
15008082,White,0
15008121,White,0
15008125,White,0
15008139,White,0
15008142,White,0
15008157,White,0
15008158,White,0
15008161,White,0
15008163,White,0
15008165,White,0
15008182,White,0
15008186,White,0
15008086,White,0
15008222,White,0
15008223,White,0
15008227,White,0
15008229,White,0
15008228,White,0
15008236,White,0
15008078,White,0
15008081,White,0
15008260,White,0
15008269,White,0
15008275,White,0
15008278,White,0
15008282,White,0
15008285,White,0
15008288,White,0
15008076,White,0
15008296,White,0
15008304,White,0
15008306,White,0
15008307,White,0
15008335,White,0
15008336,White,0
15008178,White,0
15008367,White,0
15008381,White,0
15008381,White,0
15008381,White,0
15008406,White,0
15008417,White,0
15008428,White,0
15008433,White,0
15008435,White,0
15008435,White,0
15008442,White,0
15008461,White,0
15008467,White,0
15008468,White,0
15008482,White,0
15008484,White,0
15008500,White,0
15008515,White,0
15008526,White,0
15008533,White,0
15008592,White,0
15008599,White,0
15008603,White,0
15008614,White,0
15008638,White,0
15008647,White,0
15008651,White,0
15008617,White,0
15008672,White,0
15008688,White,0
15008707,White,0
15008723,White,0
15008726,White,0
15008728,White,0
15008739,White,0
15008741,White,0
15008764,White,0
15008766,White,0
15008769,White,0
15008778,White,0
15008782,White,0
15008787,White,0
15008796,White,0
15008599,White,0
15008818,White,0
15008826,White,0
15008829,White,0
15008838,White,0
15008845,White,0
15008846,White,0
15008847,White,0
15008865,White,0
15008888,White,0
15008892,White,0
15008900,White,0
15008911,White,0
15008923,White,0
15008935,White,0
15008937,White,0
15008956,White,0
15008958,White,0
15008969,White,0
15008976,White,0
15008987,White,0
15009031,White,0
15009032,White,0
15009037,White,0
15009055,White,0
15009097,White,0
15009102,White,0
15009104,White,0
15008520,White,0
15009140,White,0
15009144,White,0
15009188,White,0
15009192,White,0
15009202,White,0
15009216,White,0
15009229,White,0
15009242,White,0
15009252,White,0
15009264,White,0
15009275,White,0
15009283,White,0
15009282,White,0
15009292,White,0
15009295,White,0
15009275,White,0
15009275,White,0
15009275,White,0
15009275,White,0
15009312,White,0
15009323,White,0
15009332,White,0
15009387,White,0
15009424,White,0
15009428,White,0
15009431,White,0
15009429,White,0
15009434,White,0
15009439,White,0
15009458,White,0
15009461,White,0
15009490,White,0
15009491,White,0
15009495,White,0
15009496,White,0
15009498,White,0
15009514,White,0
15009518,White,0
15008869,White,0
15009520,White,0
15009521,White,0
15009528,White,0
15009531,White,0
15009535,White,0
15009546,White,0
15009564,White,0
15009569,White,0
15009570,White,0
15009572,White,0
15009582,White,0
15009583,White,0
15009594,White,0
15009596,White,0
15009609,White,0
15009611,White,0
15009612,White,0
15009612,White,0
15009622,White,0
15009648,White,0
15009685,White,0
15009686,White,0
15009688,White,0
15009695,White,0
15009713,White,0
15009714,White,0
15009711,White,0
15009715,White,0
15009726,White,0
15009764,White,0
15009762,White,0
15009765,White,0
15009771,White,0
15009779,White,0
15009800,White,0
15009802,White,0
15009831,White,0
15009707,White,0
15009842,White,0
15009859,White,0
15009907,White,0
15009923,White,0
15009935,White,0
15009936,White,0
15009957,White,0
15009967,White,0
15009977,White,0
15009985,White,0
15009992,White,0
15010002,White,0
15010008,White,0
15010009,White,0
15010010,White,0
15010040,White,0
15010056,White,0
15010063,White,0
15010073,White,0
15010085,White,0
15010086,White,0
15010096,White,0
15010102,White,0
15010103,White,0
15010112,White,0
15010123,White,0
15010125,White,0
15010124,White,0
15010135,White,0
15010145,White,0
15010146,White,0
15010165,White,0
15010191,White,0
15010216,White,0
15010227,White,0
15010230,White,0
15010236,White,0
15010237,White,0
15010244,White,0
15010258,White,0
15010261,White,0
15010278,White,0
15010289,White,0
15010294,White,0
15010326,White,0
15010328,White,0
15010331,White,0
15010336,White,0
15010346,White,0
15010352,White,0
15010355,White,0
15010356,White,0
15010363,White,0
15010372,White,0
15010393,White,0
15010401,White,0
15010409,White,0
15010469,White,0
15010482,White,0
15010519,White,0
15010540,White,0
15010557,White,0
15010564,White,0
15010595,White,0
15010599,White,0
15010610,White,0
15010625,White,0
15010627,White,0
15010631,White,0
15010636,White,0
15010642,White,0
15010649,White,0
15010652,White,0
15010678,White,0
15010680,White,0
15010682,White,0
15010695,White,0
15010705,White,0
15010711,White,0
15010712,White,0
15010722,White,0
15010725,White,0
15010725,White,0
15010727,White,0
15010731,White,0
15010737,White,0
15010741,White,0
15010787,White,0
15010795,White,0
15010850,White,0
15010854,White,0
15010860,White,0
15010863,White,0
15010866,White,0
15010882,White,0
15010883,White,0
15010909,White,0
15010967,White,0
15010981,White,0
15010982,White,0
15010984,White,0
15010988,White,0
15010998,White,0
15011004,White,0
15011010,White,0
15011012,White,0
15011030,White,0
15010428,White,0
15011041,White,0
15011056,White,0
15011057,White,0
15011064,White,0
15011065,White,0
15011076,White,0
15011086,White,0
15011101,White,0
15011115,White,0
15011119,White,0
15011120,White,0
15011125,White,0
15011128,White,0
15011143,White,0
15011151,White,0
15011156,White,0
15011155,White,0
15011160,White,0
15011183,White,0
15011117,White,0
15011220,White,0
15011222,White,0
15011228,White,0
15011252,White,0
15011263,White,0
15011270,White,0
15011275,White,0
15011279,White,0
15011286,White,0
15011363,White,0
15011367,White,0
15011390,White,0
15011425,White,0
15011438,White,0
15011544,White,0
15011545,White,0
15011554,White,0
15011558,White,0
15011587,White,0
15011592,White,0
15011596,White,0
15011607,White,0
15011615,White,0
15011682,White,0
15011697,White,0
15011699,White,0
15011699,White,0
15011706,White,0
15011726,White,0
15011720,White,0
15011729,White,0
15011762,White,0
15011682,White,0
15011788,White,0
15011810,White,0
15011828,White,0
15011829,White,0
15011833,White,0
15011844,White,0
15011856,White,0
15011868,White,0
15011867,White,0
15011869,White,0
15011872,White,0
15011878,White,0
15011911,White,0
15011928,White,0
15011933,White,0
15011947,White,0
15011962,White,0
15011967,White,0
15011979,White,0
15011988,White,0
15012009,White,0
15011996,White,0
15012043,White,0
15012058,White,0
15012065,White,0
15012083,White,0
15012088,White,0
15012095,White,0
15012094,White,0
15012100,White,0
15012110,White,0
15012168,White,0
15012175,White,0
15012176,White,0
15012182,White,0
15012210,White,0
15012217,White,0
15012218,White,0
15012217,White,0
15012240,White,0
15012251,White,0
15012257,White,0
15012271,White,0
15012275,White,0
15012283,White,0
15012290,White,0
15012324,White,0
15012328,White,0
15012335,White,0
15012338,White,0
15012377,White,0
15012600,White,0
15012381,White,0
15012638,White,0
15012651,White,0
15012649,White,0
15012746,White,0
15012760,White,0
15012772,White,0
15012809,White,0
15012811,White,0
15012814,White,0
15012816,White,0
15012359,White,0
14006292,Black,0
14006394,Black,0
14006415,Black,0
14006445,Black,0
14006457,Black,0
14006483,Black,0
14006486,Black,0
14006493,Black,0
14006480,Black,0
14006495,Black,0
14006507,Black,0
14006554,Black,0
14006558,Black,0
14006558,Black,0
14006560,Black,0
14006565,Black,0
14006588,Black,0
14006608,Black,0
14006662,Black,0
14006720,Black,0
14006730,Black,0
14006745,Black,0
14006772,Black,0
14006792,Black,0
14006849,Black,0
14006854,Black,0
14006880,Black,0
14006893,Black,0
14006900,Black,0
14006926,Black,0
14006928,Black,0
14006929,Black,0
