ICR,Race,TwoBlocks
15001227,White,0
15001228,White,0
15001230,White,0
15001231,White,0
15001234,White,0
15001237,White,0
15001238,White,0
15001248,White,0
15001257,White,0
15001260,White,0
15001272,White,0
15001273,White,0
15001284,White,0
15001290,White,0
15001298,White,0
15001299,White,0
15001300,White,0
15001304,White,0
15001317,White,0
15001333,White,0
15001335,White,0
15001355,White,0
15001358,White,0
15001362,White,0
15001363,White,0
15001379,White,0
15001380,White,0
15001383,White,0
15001388,White,0
15001401,White,0
15001402,White,0
15001409,White,0
15001416,White,0
15001442,White,0
15001445,White,0
15001449,White,0
15001451,White,0
15001454,White,0
15001467,White,0
15001476,White,0
15001478,White,0
15001482,White,0
15001483,White,0
15001485,White,0
15001486,White,0
15001491,White,0
15001492,White,0
15001493,White,0
15001502,White,0
15001505,White,0
15001514,White,0
15001523,White,0
15001529,White,0
15001536,White,0
15001538,White,0
15001541,White,0
15001542,White,0
15001545,White,0
15001551,White,0
15001553,White,0
15001555,White,0
15001567,White,0
15001568,White,0
15001571,White,0
15001572,White,0
15001575,White,0
15001576,White,0
15001577,White,0
15001581,White,0
15001583,White,0
15001586,White,0
15001587,White,0
15001591,White,0
15001592,White,0
15001593,White,0
15001594,White,0
15001595,White,0
15001597,White,0
15001598,White,0
15001600,White,0
15001605,White,0
15001609,White,0
15001614,White,0
15001626,White,0
15001629,White,0
15001631,White,0
15001635,White,0
15001637,White,0
15001638,White,0
15001648,White,0
15001654,White,0
15001655,White,0
15001658,White,0
15001662,White,0
15001718,White,0
15001719,White,0
15001726,White,0
15001727,White,0
15001730,White,0
15001734,White,0
15001740,White,0
15001741,White,0
15001745,White,0
15001746,White,0
15001747,White,0
15001756,White,0
15001761,White,0
15001775,White,0
15001791,White,0
15001795,White,0
15001796,White,0
15001802,White,0
15001805,White,0
15001809,White,0
15001839,White,0
15001840,White,0
15001841,White,0
15001844,White,0
15001845,White,0
15001846,White,0
15001850,White,0
15001853,White,0
15001854,White,0
15001863,White,0
15001865,White,0
15001887,White,0
15001888,White,0
15001897,White,0
15001898,White,0
15001899,White,0
15001901,White,0
15001902,White,0
15001903,White,0
15001918,White,0
15001922,White,0
15001935,White,0
15001943,White,0
15001945,White,0
15001954,White,0
15001955,White,0
15001956,White,0
15002004,White,0
15002007,White,0
15002016,White,0
15002019,White,0
15002021,White,0
15002024,White,0
15002026,White,0
15002027,White,0
15002028,White,0
15002029,White,0
15002034,White,0
15002043,White,0
15002045,White,0
15002056,White,0
15002057,White,0
15002074,White,0
15002081,White,0
15002082,White,0
15002083,White,0
15002095,White,0
15002096,White,0
15002103,White,0
15002108,White,0
15002130,White,0
15002131,White,0
15002140,White,0
15002146,White,0
15002161,White,0
15002185,White,0
15002186,White,0
15002188,White,0
15002196,White,0
15002201,White,0
15002206,White,0
15002212,White,0
15002213,White,0
15002216,White,0
15002218,White,0
15002219,White,0
15002231,White,0
15002243,White,0
15002241,White,0
15002246,White,0
15002253,White,0
15002257,White,0
15002259,White,0
15002269,White,0
15002300,White,0
15002320,White,0
15002330,White,0
15002121,White,0
15002351,White,0
15002354,White,0
15002359,White,0
15002371,White,0
15002373,White,0
15002380,White,0
15002386,White,0
15002387,White,0
15002393,White,0
15002399,White,0
15002404,White,0
15002409,White,0
15002412,White,0
15002416,White,0
15002417,White,0
15002431,White,0
15002442,White,0
15002447,White,0
15002452,White,0
15002456,White,0
15002465,White,0
15002472,White,0
15002488,White,0
15002507,White,0
15002508,White,0
15002521,White,0
15002522,White,0
15002530,White,0
15002533,White,0
15002537,White,0
15002542,White,0
15002555,White,0
15002556,White,0
15002576,White,0
15002577,White,0
15002593,White,0
15002595,White,0
15002602,White,0
15002603,White,0
15002614,White,0
15002615,White,0
15002616,White,0
15002625,White,0
15002627,White,0
15002632,White,0
15002653,White,0
15002654,White,0
15002660,White,0
15002661,White,0
15002669,White,0
15002700,White,0
15002717,White,0
15002718,White,0
15002723,White,0
15002747,White,0
15002753,White,0
15002755,White,0
15002757,White,0
15002760,White,0
15002761,White,0
15002765,White,0
15002774,White,0
15002782,White,0
15002788,White,0
15002794,White,0
15002795,White,0
15002796,White,0
15002806,White,0
15002810,White,0
15002819,White,0
15002821,White,0
15002822,White,0
15002864,White,0
15002897,White,0
15002902,White,0
15002903,White,0
15002909,White,0
15002914,White,0
15002924,White,0
15002925,White,0
15002926,White,0
15002927,White,0
15002928,White,0
15002930,White,0
15002936,White,0
15002938,White,0
15002939,White,0
15002940,White,0
15002941,White,0
15002947,White,0
15002949,White,0
15002954,White,0
15002956,White,0
15002959,White,0
15002960,White,0
15002961,White,0
15002963,White,0
15002965,White,0
15002972,White,0
15002975,White,0
15002976,White,0
15002978,White,0
15002981,White,0
15002983,White,0
15002992,White,0
15002993,White,0
15002999,White,0
15003000,White,0
15003001,White,0
15003003,White,0
15003007,White,0
15003010,White,0
15003015,White,0
15003018,White,0
15003030,White,0
15003031,White,0
15003032,White,0
15003033,White,0
15003034,White,0
15003035,White,0
15003076,White,0
15003077,White,0
15003079,White,0
15003108,White,0
15002946,White,0
15003114,White,0
15003117,White,0
15003118,White,0
15003127,White,0
15003129,White,0
15003133,White,0
15003138,White,0
15003139,White,0
15003141,White,0
15003150,White,0
15003152,White,0
15003153,White,0
15003155,White,0
15003156,White,0
15003161,White,0
15003162,White,0
15003168,White,0
15003169,White,0
15003170,White,0
15003171,White,0
15003172,White,0
15003175,White,0
15003176,White,0
15003196,White,0
15003214,White,0
15003223,White,0
15003236,White,0
15003267,White,0
15003280,White,0
15003283,White,0
15003287,White,0
15003290,White,0
15003303,White,0
15003305,White,0
15003320,White,0
15003323,White,0
15003333,White,0
15003335,White,0
15003344,White,0
15003346,White,0
15003347,White,0
15003367,White,0
15003380,White,0
15003385,White,0
15003388,White,0
15003392,White,0
15003394,White,0
15003396,White,0
15003421,White,0
15003422,White,0
15003432,White,0
15003438,White,0
15003444,White,0
15003452,White,0
15003457,White,0
15003458,White,0
15003461,White,0
15003462,White,0
15003477,White,0
15003489,White,0
15003491,White,0
15003498,White,0
15003503,White,0
15003504,White,0
15003506,White,0
15003509,White,0
15003518,White,0
15003526,White,0
15003529,White,0
15003532,White,0
15003544,White,0
15003545,White,0
15003550,White,0
15003565,White,0
15003568,White,0
15003573,White,0
15003588,White,0
15003590,White,0
15003600,White,0
15003601,White,0
15003603,White,0
15003610,White,0
15003611,White,0
15003620,White,0
15003621,White,0
15003622,White,0
15003623,White,0
15003626,White,0
15003628,White,0
15003652,White,0
15003654,White,0
15003658,White,0
15003663,White,0
15003668,White,0
15003669,White,0
15003671,White,0
15003677,White,0
15003687,White,0
15003722,White,0
15003730,White,0
15003771,White,0
15003772,White,0
15003773,White,0
15003782,White,0
15003808,White,0
15003815,White,0
15003833,White,0
15003846,White,0
15003847,White,0
15003848,White,0
15003849,White,0
15003875,White,0
15003890,White,0
15003894,White,0
15003899,White,0
15003940,White,0
15003955,White,0
15003960,White,0
15003966,White,0
15003969,White,0
15003975,White,0
15003979,White,0
15003982,White,0
15003992,White,0
15003994,White,0
15003996,White,0
15004000,White,0
15004002,White,0
15004006,White,0
15004020,White,0
15004026,White,0
15004055,White,0
15004057,White,0
15004091,White,0
15004102,White,0
15004106,White,0
15004126,White,0
15004128,White,0
15004140,White,0
15004153,White,0
15004159,White,0
15004160,White,0
15004162,White,0
15004171,White,0
15004176,White,0
15004209,White,0
15004233,White,0
15004244,White,0
15004246,White,0
15004269,White,0
15004276,White,0
15004300,White,0
15004300,White,0
15004301,White,0
15004305,White,0
15004307,White,0
15004329,White,0
15004343,White,0
15004344,White,0
15004347,White,0
15004360,White,0
15004367,White,0
15004368,White,0
15004391,White,0
15004393,White,0
15004398,White,0
15004412,White,0
15004413,White,0
15004442,White,0
15004443,White,0
15004444,White,0
15004445,White,0
15004452,White,0
15004454,White,0
15004456,White,0
15004462,White,0
15004466,White,0
15004470,White,0
15004471,White,0
15004477,White,0
15004481,White,0
15004484,White,0
15004524,White,0
15004527,White,0
15004550,White,0
15004558,White,0
15004559,White,0
15004565,White,0
15004566,White,0
15004574,White,0
15004579,White,0
15004580,White,0
15004581,White,0
15004587,White,0
15004592,White,0
15004609,White,0
15004613,White,0
15004616,White,0
15004618,White,0
15004620,White,0
15004623,White,0
15004624,White,0
15004626,White,0
15004629,White,0
15004632,White,0
15004633,White,0
15004641,White,0
15004643,White,0
15004662,White,0
15004701,White,0
15004711,White,0
15004718,White,0
15004726,White,0
15004728,White,0
15004752,White,0
15004753,White,0
15004757,White,0
15004759,White,0
15004772,White,0
15004806,White,0
15004808,White,0
15004813,White,0
15004816,White,0
15004821,White,0
15004826,White,0
15004852,White,0
15004855,White,0
15004856,White,0
15004857,White,0
15004860,White,0
15004861,White,0
15004862,White,0
15004875,White,0
15004883,White,0
15004891,White,0
15004892,White,0
15004914,White,0
15004915,White,0
15004916,White,0
15004917,White,0
15004918,White,0
15004919,White,0
15004920,White,0
15004921,White,0
15004932,White,0
15004933,White,0
15004937,White,0
15004941,White,0
15004947,White,0
15004966,White,0
15004968,White,0
15004972,White,0
15004978,White,0
15004986,White,0
15004988,White,0
15004991,White,0
15004992,White,0
15004995,White,0
15005006,White,0
15005008,White,0
15005047,White,0
15005050,White,0
15005064,White,0
15005077,White,0
15005080,White,0
15005092,White,0
15005108,White,0
15005119,White,0
15005135,White,0
15005156,White,0
15005158,White,0
15005163,White,0
15005165,White,0
15005170,White,0
15005173,White,0
15005174,White,0
15005175,White,0
15005177,White,0
15005179,White,0
15005181,White,0
15005188,White,0
15005189,White,0
15005192,White,0
15005197,White,0
15005199,White,0
15005201,White,0
15005205,White,0
15005241,White,0
15005251,White,0
15005253,White,0
15005257,White,0
15005260,White,0
15005263,White,0
15005290,White,0
15005291,White,0
15005293,White,0
15005326,White,0
15005329,White,0
15005345,White,0
15005362,White,0
15005374,White,0
15005379,White,0
15005380,White,0
15005382,White,0
15005410,White,0
15005411,White,0
15005415,White,0
15005423,White,0
15005435,White,0
15005450,White,0
15005453,White,0
15005455,White,0
15005456,White,0
15005481,White,0
15005487,White,0
15005516,White,0
15005540,White,0
15005555,White,0
15005560,White,0
15005565,White,0
15005572,White,0
15005575,White,0
15005578,White,0
15005582,White,0
15005605,White,0
15005617,White,0
15005626,White,0
15005635,White,0
15005642,White,0
15005657,White,0
15005660,White,0
15005669,White,0
15005672,White,0
15005673,White,0
15005676,White,0
15005685,White,0
15005686,White,0
15005687,White,0
15005702,White,0
15005704,White,0
15005706,White,0
15005710,White,0
15005716,White,0
15005719,White,0
15005728,White,0
15005741,White,0
15005746,White,0
15005747,White,0
15005757,White,0
15005791,White,0
15005807,White,0
15005821,White,0
15005824,White,0
15005832,White,0
15005834,White,0
15005857,White,0
15005858,White,0
15005861,White,0
15005871,White,0
15005880,White,0
15005921,White,0
15005923,White,0
15005926,White,0
15005937,White,0
15005942,White,0
15005947,White,0
15005958,White,0
15005977,White,0
15005980,White,0
15006000,White,0
15006001,White,0
15006012,White,0
15006013,White,0
15006017,White,0
15006019,White,0
15006023,White,0
15006028,White,0
15006034,White,0
15006035,White,0
15006041,White,0
15006044,White,0
15006064,White,0
15006068,White,0
15006073,White,0
15006083,White,0
15006095,White,0
15006102,White,0
15006106,White,0
15006109,White,0
15006122,White,0
15006120,White,0
15006125,White,0
15006133,White,0
15006137,White,0
15006138,White,0
15006140,White,0
15006147,White,0
15006149,White,0
15006153,White,0
15006166,White,0
15006193,White,0
15006201,White,0
15006203,White,0
15006204,White,0
15006211,White,0
15006231,White,0
15006240,White,0
15006247,White,0
15006252,White,0
15006253,White,0
15006257,White,0
15006277,White,0
15006281,White,0
15006301,White,0
15006317,White,0
15006327,White,0
15006334,White,0
15006366,White,0
15006367,White,0
15006376,White,0
15006380,White,0
15006388,White,0
15006404,White,0
15006441,White,0
15006442,White,0
15006444,White,0
15006446,White,0
15006460,White,0
15006476,White,0
15006482,White,0
15006486,White,0
15006487,White,0
15006492,White,0
15006494,White,0
15006495,White,0
15006496,White,0
15006497,White,0
15006498,White,0
15006521,White,0
15006523,White,0
15006526,White,0
15006530,White,0
15006531,White,0
15006534,White,0
15006540,White,0
15006548,White,0
15006550,White,0
15006553,White,0
15006570,White,0
15006574,White,0
15006591,White,0
15006595,White,0
15006596,White,0
15006597,White,0
15006598,White,0
15006604,White,0
15006608,White,0
15006615,White,0
15006624,White,0
15006649,White,0
15006650,White,0
15006651,White,0
15006654,White,0
15006655,White,0
15006656,White,0
15006658,White,0
15006659,White,0
15006660,White,0
15006661,White,0
15006664,White,0
15006665,White,0
15006667,White,0
15006670,White,0
15006674,White,0
15006675,White,0
15006676,White,0
15006679,White,0
15006683,White,0
15006693,White,0
15006694,White,0
15006697,White,0
15006698,White,0
15006704,White,0
15006707,White,0
15006718,White,0
15006722,White,0
15006745,White,0
15006752,White,0
15006753,White,0
15006755,White,0
15006765,White,0
15006766,White,0
15006771,White,0
15006773,White,0
15006774,White,0
15006776,White,0
15006795,White,0
15006801,White,0
15006806,White,0
15006807,White,0
15006808,White,0
15006812,White,0
15006816,White,0
15006826,White,0
15006834,White,0
15006836,White,0
15006842,White,0
15006876,White,0
15006879,White,0
15006885,White,0
15006886,White,0
15006894,White,0
15006897,White,0
15006898,White,0
15006901,White,0
15006903,White,0
15006914,White,0
15006921,White,0
15006922,White,0
15006949,White,0
15006954,White,0
15006956,White,0
15006965,White,0
15006969,White,0
15006984,White,0
15006998,White,0
15007000,White,0
15007005,White,0
15007044,White,0
15007045,White,0
15007048,White,0
15007054,White,0
15007060,White,0
15007063,White,0
15007071,White,0
15007072,White,0
15007075,White,0
15007076,White,0
15007080,White,0
15007085,White,0
15007088,White,0
15007091,White,0
15007093,White,0
15007150,White,0
15007157,White,0
15007164,White,0
15007165,White,0
15007178,White,0
15007185,White,0
15007196,White,0
15007197,White,0
15007201,White,0
15007202,White,0
15007204,White,0
15007228,White,0
15007229,White,0
15007230,White,0
15007231,White,0
15007232,White,0
15007233,White,0
15007239,White,0
15007240,White,0
15007243,White,0
15007249,White,0
15007257,White,0
15007258,White,0
15006740,White,0
15007286,White,0
15007306,White,0
15007313,White,0
15007379,White,0
15007383,White,0
15007384,White,0
15007398,White,0
15007402,White,0
15007404,White,0
15007406,White,0
15007407,White,0
15007419,White,0
15007423,White,0
15007426,White,0
15007430,White,0
15007465,White,0
15007468,White,0
15007487,White,0
15007517,White,0
15007526,White,0
15007555,White,0
15007557,White,0
15007568,White,0
15007570,White,0
15007573,White,0
15007581,White,0
15007585,White,0
15007586,White,0
15007587,White,0
15007589,White,0
15007591,White,0
15007597,White,0
15007603,White,0
15007604,White,0
15007610,White,0
15007617,White,0
15007642,White,0
15007647,White,0
15007669,White,0
15007678,White,0
15007682,White,0
15007699,White,0
15007704,White,0
15007707,White,0
15007710,White,0
15007711,White,0
15007720,White,0
15007728,White,0
15007729,White,0
15007758,White,0
15007772,White,0
15007775,White,0
15007795,White,0
15007797,White,0
15007815,White,0
15007824,White,0
15007825,White,0
15007852,White,0
15007854,White,0
15007858,White,0
15007861,White,0
15007862,White,0
15007863,White,0
15007868,White,0
15007872,White,0
15007887,White,0
15007889,White,0
15007895,White,0
15007898,White,0
15007907,White,0
15007909,White,0
15007919,White,0
15007926,White,0
15007934,White,0
15007950,White,0
15007955,White,0
15007961,White,0
15007967,White,0
15007979,White,0
15007981,White,0
15007982,White,0
15007986,White,0
15007987,White,0
15007989,White,0
15007990,White,0
15007993,White,0
15008000,White,0
15008015,White,0
15008027,White,0
15008030,White,0
15008032,White,0
15008034,White,0
15008036,White,0
15008058,White,0
15008077,White,0
15008093,White,0
15008104,White,0
15008124,White,0
15008134,White,0
15008145,White,0
15008146,White,0
15008175,White,0
15008179,White,0
15008195,White,0
15008218,White,0
15008224,White,0
15008238,White,0
15008261,White,0
15008263,White,0
15008264,White,0
15008266,White,0
15008270,White,0
15008269,White,0
15008273,White,0
15008274,White,0
15008277,White,0
15008281,White,0
15008280,White,0
15008289,White,0
15008316,White,0
15008317,White,0
15008318,White,0
15008319,White,0
15008322,White,0
15008323,White,0
15008323,White,0
15008334,White,0
15008337,White,0
15008359,White,0
15008400,White,0
15008415,White,0
15008422,White,0
15008424,White,0
15008427,White,0
15008431,White,0
15008432,White,0
15008434,White,0
15008471,White,0
15008490,White,0
15008491,White,0
15008507,White,0
15008511,White,0
15008513,White,0
15008522,White,0
15008525,White,0
15008534,White,0
15008539,White,0
15008544,White,0
15008549,White,0
15008553,White,0
15008589,White,0
15008590,White,0
15008593,White,0
15008608,White,0
15008619,White,0
15008621,White,0
15008635,White,0
15008640,White,0
15008651,White,0
15008659,White,0
15008661,White,0
15008662,White,0
15008664,White,0
15008666,White,0
15008669,White,0
15008673,White,0
15008681,White,0
15008743,White,0
15008745,White,0
15008746,White,0
15008747,White,0
15008748,White,0
15008754,White,0
15008789,White,0
15008794,White,0
15008802,White,0
15008599,White,0
15008817,White,0
15008819,White,0
15008823,White,0
15008825,White,0
15008828,White,0
15008851,White,0
15008852,White,0
15008855,White,0
15008862,White,0
15008863,White,0
15008879,White,0
15008910,White,0
15008917,White,0
15008920,White,0
15008922,White,0
15008927,White,0
15008929,White,0
15008931,White,0
15008942,White,0
15008963,White,0
15008964,White,0
15008966,White,0
15008986,White,0
15008997,White,0
15009008,White,0
15009013,White,0
15009014,White,0
15009017,White,0
15009021,White,0
15009022,White,0
15009024,White,0
15009025,White,0
15009029,White,0
15009035,White,0
15009036,White,0
15009044,White,0
15009060,White,0
15009061,White,0
15009077,White,0
15009078,White,0
15009085,White,0
15009094,White,0
15009106,White,0
15009113,White,0
15009120,White,0
15009132,White,0
15009138,White,0
15009143,White,0
15009147,White,0
15009149,White,0
15009150,White,0
15009170,White,0
15009172,White,0
15009176,White,0
15009219,White,0
15009244,White,0
15009245,White,0
15009254,White,0
15009262,White,0
15009263,White,0
15009274,White,0
15009285,White,0
15009286,White,0
15009290,White,0
15009291,White,0
15009296,White,0
15009297,White,0
15009300,White,0
15009302,White,0
15009304,White,0
15009305,White,0
15009306,White,0
15009307,White,0
15009321,White,0
15009336,White,0
15009351,White,0
15009352,White,0
15009356,White,0
15009359,White,0
15009360,White,0
15009362,White,0
15009381,White,0
15009385,White,0
15009397,White,0
15009399,White,0
15009404,White,0
15009407,White,0
15009408,White,0
15009410,White,0
15009412,White,0
15009432,White,0
15009441,White,0
15009442,White,0
15009448,White,0
15009457,White,0
15009459,White,0
15009463,White,0
15009475,White,0
15009488,White,0
15009510,White,0
15009536,White,0
15009538,White,0
15009550,White,0
15009555,White,0
15009573,White,0
15009584,White,0
15009591,White,0
15009592,White,0
15009595,White,0
15009599,White,0
15009601,White,0
15009603,White,0
15009615,White,0
15009624,White,0
15009628,White,0
15009657,White,0
15009659,White,0
15009662,White,0
15009674,White,0
15009679,White,0
15009681,White,0
15009694,White,0
15009696,White,0
15009697,White,0
15009701,White,0
15009709,White,0
15009735,White,0
15009749,White,0
15009750,White,0
15009774,White,0
15009777,White,0
15009787,White,0
15009788,White,0
15009790,White,0
15009791,White,0
15009796,White,0
15009797,White,0
15009798,White,0
15009799,White,0
15009822,White,0
15009830,White,0
15009835,White,0
15009837,White,0
15009847,White,0
15009856,White,0
15009866,White,0
15009868,White,0
15009876,White,0
15009887,White,0
15009888,White,0
15009889,White,0
15009890,White,0
15009893,White,0
15009894,White,0
15009896,White,0
15009900,White,0
15009901,White,0
15009903,White,0
15009905,White,0
15009911,White,0
15009918,White,0
15009921,White,0
15009925,White,0
15009928,White,0
15009933,White,0
15009942,White,0
15009944,White,0
15009945,White,0
15009958,White,0
15009960,White,0
15009963,White,0
15009973,White,0
15009974,White,0
15009982,White,0
15009986,White,0
15009988,White,0
15009996,White,0
15009997,White,0
15009998,White,0
15009999,White,0
15010001,White,0
15010017,White,0
15010022,White,0
15010026,White,0
15010027,White,0
15010029,White,0
15010036,White,0
15010038,White,0
15010049,White,0
15010051,White,0
15010052,White,0
15010053,White,0
15010088,White,0
15010089,White,0
15010090,White,0
15010091,White,0
15010095,White,0
15010098,White,0
15010099,White,0
15010107,White,0
15010115,White,0
15010119,White,0
15010138,White,0
15010149,White,0
15010154,White,0
15010156,White,0
15010180,White,0
15010195,White,0
15010199,White,0
15010200,White,0
15010214,White,0
15010217,White,0
15010218,White,0
15010222,White,0
15010223,White,0
15010228,White,0
15010243,White,0
15010246,White,0
15010247,White,0
15010249,White,0
15010251,White,0
15010263,White,0
15010267,White,0
15010269,White,0
15010273,White,0
15010276,White,0
15010279,White,0
15010291,White,0
15010296,White,0
15010297,White,0
15010301,White,0
15010302,White,0
15010335,White,0
15010351,White,0
15010354,White,0
15010378,White,0
15010386,White,0
15010413,White,0
15010420,White,0
15010421,White,0
15010422,White,0
15010424,White,0
15010425,White,0
15010426,White,0
15010433,White,0
15010438,White,0
15010444,White,0
15010505,White,0
15010544,White,0
15010551,White,0
15010563,White,0
15010573,White,0
15010574,White,0
15010584,White,0
15010588,White,0
15010591,White,0
15010596,White,0
15010601,White,0
15010606,White,0
15010612,White,0
15010619,White,0
15010643,White,0
15010650,White,0
15010675,White,0
15010681,White,0
15010703,White,0
15010707,White,0
15010708,White,0
15010723,White,0
15010725,White,0
15010736,White,0
15010738,White,0
15010772,White,0
15010775,White,0
15010785,White,0
15010789,White,0
15010794,White,0
15010799,White,0
15010801,White,0
15010804,White,0
15010805,White,0
15010814,White,0
15010835,White,0
15010841,White,0
15010842,White,0
15010859,White,0
15010903,White,0
15010906,White,0
15010910,White,0
15010938,White,0
15010980,White,0
15010983,White,0
15010994,White,0
15010999,White,0
15011003,White,0
15011008,White,0
15011050,White,0
15011053,White,0
15011067,White,0
15011070,White,0
15011074,White,0
15011091,White,0
15011099,White,0
15011100,White,0
15011104,White,0
15011111,White,0
15011112,White,0
15011113,White,0
15011135,White,0
15011138,White,0
15011140,White,0
15011147,White,0
15011149,White,0
15011150,White,0
15011158,White,0
15011162,White,0
15011171,White,0
15011173,White,0
15011176,White,0
15011177,White,0
15011178,White,0
15011184,White,0
15011219,White,0
15011241,White,0
15011243,White,0
15011255,White,0
15011256,White,0
15011269,White,0
15011274,White,0
15011324,White,0
15011334,White,0
15011350,White,0
15011356,White,0
15011388,White,0
15011420,White,0
15011426,White,0
15011428,White,0
15011429,White,0
15011533,White,0
15011535,White,0
15011536,White,0
15011553,White,0
15011556,White,0
15011560,White,0
15011568,White,0
15011571,White,0
15011581,White,0
15011614,White,0
15011629,White,0
15011635,White,0
15011640,White,0
15011644,White,0
15011645,White,0
15011663,White,0
15011677,White,0
15011689,White,0
15011692,White,0
15011695,White,0
15011704,White,0
15011709,White,0
15011713,White,0
15011725,White,0
15011741,White,0
15011742,White,0
15011743,White,0
15011747,White,0
15011791,White,0
15011796,White,0
15011797,White,0
15011802,White,0
15011830,White,0
15011835,White,0
15011855,White,0
15011873,White,0
15011875,White,0
15011889,White,0
15011892,White,0
15011901,White,0
15011906,White,0
15011907,White,0
15011912,White,0
15011937,White,0
15011950,White,0
15011952,White,0
15011957,White,0
15011966,White,0
15011968,White,0
15011977,White,0
15012019,White,0
15012022,White,0
15012042,White,0
15012069,White,0
15012075,White,0
15012076,White,0
15012078,White,0
15012079,White,0
15012089,White,0
15012093,White,0
15012098,White,0
15012123,White,0
15012126,White,0
15012135,White,0
15012156,White,0
15012157,White,0
15012158,White,0
15012161,White,0
15012165,White,0
15012167,White,0
15012178,White,0
15012184,White,0
15012189,White,0
15012193,White,0
15012196,White,0
15012204,White,0
15012205,White,0
15012206,White,0
15012223,White,0
15012235,White,0
15012236,White,0
15012249,White,0
15012259,White,0
15012261,White,0
15012264,White,0
15012265,White,0
15012276,White,0
15012279,White,0
15012317,White,0
15012319,White,0
15012323,White,0
15012329,White,0
15012330,White,0
15012331,White,0
15012363,White,0
15012398,White,0
15012590,White,0
15012619,White,0
15012623,White,0
15012633,White,0
15012639,White,0
15012640,White,0
15005673,White,0
14006305,Black,0
14006442,Black,0
14006444,Black,0
14006510,Black,0
14006596,Black,0
14006606,Black,0
14006689,Black,0
14006721,Black,0
14006738,Black,0
14006752,Black,0
14006768,Black,0
14006800,Black,0
14006833,Black,0
14006876,Black,0
14006888,Black,0
14006895,Black,0
14006901,Black,0
14006914,Black,0
14006925,Black,0
14006927,Black,0
14006958,Black,0
14006959,Black,0
14006965,Black,0
14006972,Black,0
14006996,Black,0
14007016,Black,0
14007102,Black,0
14007115,Black,0
14007314,Black,0
14007377,Black,0
14007383,Black,0
14007510,Black,0
14007608,Black,0
14007630,Black,0
14007686,Black,0
14007690,Black,0
14007709,Black,0
14007725,Black,0
14007783,Black,0
14007819,Black,0
14007825,Black,0
14007905,Black,0
14007945,Black,0
14007972,Black,0
14007983,Black,0
14008032,Black,0
14008058,Black,0
14008070,Black,0
14008087,Black,0
14008100,Black,0
14008128,Black,0
14008183,Black,0
14008218,Black,0
14008325,Black,0
14008370,Black,0
14008436,Black,0
14008560,Black,0
14008562,Black,0
14008575,Black,0
14008581,Black,0
14008638,Black,0
14008760,Black,0
14008791,Black,0
14008798,Black,0
14008959,Black,0
14008997,Black,0
14009025,Black,0
14009042,Black,0
14009062,Black,0
14009153,Black,0
14009185,Black,0
14009209,Black,0
14009233,Black,0
14009229,Black,0
14009229,Black,0
14009332,Black,0
14009357,Black,0
14009358,Black,0
14009366,Black,0
14009385,Black,0
14009510,Black,0
14009576,Black,0
14009604,Black,0
14009646,Black,0
14009674,Black,0
14009680,Black,0
14009727,Black,0
14009811,Black,0
14009921,Black,0
14009938,Black,0
14009957,Black,0
14009970,Black,0
14009979,Black,0
14009980,Black,0
14009993,Black,0
14010039,Black,0
14010044,Black,0
14010064,Black,0
14010102,Black,0
14010125,Black,0
14010138,Black,0
14010248,Black,0
14010324,Black,0
14010369,Black,0
14010392,Black,0
14010393,Black,0
14010619,Black,0
14010729,Black,0
14010837,Black,0
14010977,Black,0
14011007,Black,0
14011016,Black,0
14011089,Black,0
14011123,Black,0
14011229,Black,0
14011231,Black,0
14011263,Black,0
14011289,Black,0
14011319,Black,0
14011347,Black,0
14011354,Black,0
14011364,Black,0
14011410,Black,0
14011412,Black,0
14011430,Black,0
14011513,Black,0
14011550,Black,0
14011601,Black,0
14011617,Black,0
14011618,Black,0
14011689,Black,0
14011706,Black,0
14011749,Black,0
14011762,Black,0
14011764,Black,0
14011816,Black,0
14011822,Black,0
14011839,Black,0
14011844,Black,0
14011857,Black,0
14011864,Black,0
14011874,Black,0
14011981,Black,0
14012136,Black,0
14012201,Black,0
14006271,White,0
14006276,White,0
14006286,White,0
14006287,White,0
14006294,White,0
14006303,White,0
14006308,White,0
14006317,White,0
14006344,White,0
14006354,White,0
14006374,White,0
14006397,White,0
14006418,White,0
14006419,White,0
14006421,White,0
14006422,White,0
14006424,White,0
14006438,White,0
14006443,White,0
14006449,White,0
14006490,White,0
14006500,White,0
14006504,White,0
14006514,White,0
14006536,White,0
14006535,White,0
14006543,White,0
14006568,White,0
14006569,White,0
14006571,White,0
14006572,White,0
14006574,White,0
14006576,White,0
14006578,White,0
14006583,White,0
14006584,White,0
14006598,White,0
14006599,White,0
14006620,White,0
14006627,White,0
14006631,White,0
14006634,White,0
14006638,White,0
14006640,White,0
14006659,White,0
14006660,White,0
14006664,White,0
14006666,White,0
14006667,White,0
14006675,White,0
14006676,White,0
14006691,White,0
14006697,White,0
14006699,White,0
14006700,White,0
14006709,White,0
14006731,White,0
14006737,White,0
14006739,White,0
14006741,White,0
14006743,White,0
14006757,White,0
14006758,White,0
14006759,White,0
14006761,White,0
14006763,White,0
14006767,White,0
14006770,White,0
14006775,White,0
14006776,White,0
14006777,White,0
14006788,White,0
14006797,White,0
14006799,White,0
14006803,White,0
14006812,White,0
14006821,White,0
14006822,White,0
14006826,White,0
14006840,White,0
14006841,White,0
14006842,White,0
14006846,White,0
